time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz
9.71,0.0,0.0,0.0,7.919,2.758,3.144,0.5553,-0.0285,0.8148,4.5,-0.16,-53.13,0.0475,0.092,0.9899,-15.26,0.83,1.46
9.72,0.0,0.0,0.0,7.855,2.698,3.023,0.5615,-0.0301,0.8473,6.12,0.7,-68.43,0.0375,0.0837,0.9833,-17.11,-0.23,1.22
9.73,0.0,0.0,0.0,7.774,2.633,2.895,0.5351,-0.0244,0.8584,5.22,-0.84,-86.09,0.0271,0.0896,0.9998,-18.87,0.23,1.9
9.74,0.0,0.0,0.0,7.676,2.562,2.76,0.523,-0.0332,0.8325,5.53,0.31,-102.37,0.0302,0.0747,0.9848,-19.61,1.15,-1.59
9.75,0.0,0.0,0.0,7.56,2.484,2.619,0.4919,-0.0028,0.8492,6.51,-1.3,-119.64,0.0461,0.0688,1.0006,-23.1,0.79,-0.87
9.76,0.0,0.0,0.0,7.427,2.402,2.473,0.487,-0.0386,0.8678,5.98,0.45,-134.67,0.0509,0.0544,0.9947,-25.3,0.79,1.49
9.77,0.0,0.0,0.0,7.277,2.313,2.32,0.4455,-0.0194,0.8729,9.39,-0.36,-148.63,0.0502,0.083,0.9921,-25.31,-1.15,-1.88
9.78,0.0,0.0,0.0,7.111,2.22,2.163,0.4296,0.0004,0.9002,7.39,0.03,-161.95,0.0425,0.0622,1.0011,-26.86,0.52,-1.61
9.79,0.0,0.0,0.0,6.928,2.121,2.0,0.4262,-0.0184,0.9007,9.15,0.7,-178.51,0.0324,0.0631,0.9948,-28.55,-0.88,-0.49
9.8,0.0,0.0,0.19,6.73,2.018,1.833,0.3973,-0.0189,0.9426,8.85,-1.23,-190.02,0.0025,0.0566,0.9869,-28.9,-1.28,0.19
9.81,0.0,0.0,0.38,6.517,1.91,1.662,0.3622,-0.019,0.9455,7.96,-0.68,-198.58,0.0379,0.0408,1.0261,-30.44,-0.07,1.59
9.82,0.0,0.0,0.569,6.288,1.798,1.487,0.3146,-0.0157,0.948,9.22,0.46,-210.33,0.0349,0.0336,0.9935,-32.57,-0.9,-0.19
9.83,0.0,0.0,0.757,6.046,1.682,1.308,0.2881,0.0015,0.9677,10.25,2.1,-219.82,0.0363,0.0307,0.9764,-31.99,0.79,-0.61
9.84,0.0,0.0,0.943,5.79,1.561,1.127,0.251,-0.0327,0.979,9.49,-0.14,-228.38,0.0354,0.028,0.9904,-33.4,0.81,0.31
9.85,0.0,0.071,1.127,5.521,1.438,0.943,0.2003,0.0065,0.9716,11.05,0.59,-234.5,0.0216,0.0332,0.9863,-32.63,-1.9,0.47
9.86,0.0,0.214,1.308,5.239,1.311,0.757,0.1863,-0.0214,0.977,11.03,-0.11,-240.98,0.0405,0.0158,1.0074,-34.02,-0.83,0.44
9.87,0.0,0.356,1.487,4.945,1.181,0.569,0.1383,-0.008,0.9923,11.04,1.94,-241.89,0.0412,0.0353,1.0024,-32.64,-1.46,-0.18
9.88,0.0,0.497,1.662,4.64,1.048,0.38,0.0846,-0.0079,1.0048,9.75,-1.75,-247.17,0.0417,0.0222,1.0033,-32.43,-0.46,-1.96
9.89,0.0,0.638,1.833,4.325,0.913,0.19,0.0438,0.0041,1.0004,9.18,0.09,-249.11,0.0444,0.0141,0.9957,-33.52,0.46,-0.92
9.9,0.0,0.776,2.0,4.0,0.776,0.0,0.0021,-0.016,0.9842,21.65,-1.63,-24.26,0.0409,-0.0012,0.9966,-35.8,-0.24,1.42
9.91,0.381,0.913,2.163,3.666,0.638,0.0,0.0145,0.0106,0.9913,34.39,-2.51,100.96,0.0308,0.0092,0.9957,-32.69,-0.59,0.19
9.92,0.76,1.048,2.32,3.323,0.497,0.0,0.0324,0.0322,0.9986,34.58,0.3,0.95,0.0342,-0.0141,0.9985,-32.45,1.3,-0.32
9.93,1.139,1.181,2.473,2.973,0.356,0.0,0.0281,0.0042,0.9985,31.58,0.14,1.07,0.0358,-0.0182,1.0076,-33.73,-2.3,1.12
9.94,1.514,1.311,2.619,2.617,0.214,0.0,0.0249,0.0256,1.0188,33.35,-0.28,-0.63,0.036,-0.022,1.0025,-32.04,1.24,-1.13
9.95,1.886,1.438,2.76,2.254,0.071,0.0,0.0321,0.0229,0.9851,33.02,-0.11,-0.3,0.0449,-0.0225,1.004,-33.42,-0.54,-0.23
9.96,2.254,1.561,2.895,1.886,0.0,0.0,0.0529,0.0394,1.0038,31.98,3.1,0.77,0.0413,-0.0288,1.0038,-34.13,-0.08,0.14
9.97,2.617,1.682,3.023,1.514,0.0,0.0,0.0413,0.0409,1.0135,32.84,-0.26,-0.53,0.0557,-0.0455,1.0074,-32.31,-0.53,-0.44
9.98,2.973,1.798,3.144,1.139,0.0,0.0,0.0292,0.0398,1.021,31.16,0.51,-0.01,0.057,-0.0515,1.0012,-29.01,1.54,0.1
9.99,3.323,1.91,3.258,0.76,0.0,0.0,0.0406,0.0564,0.994,31.14,-0.65,0.4,0.0357,-0.0451,1.0017,-31.32,-1.23,-0.19
10.0,3.666,2.018,3.365,0.381,0.0,0.0,0.0489,0.0746,1.0027,28.6,0.3,0.79,-0.0035,-0.0494,1.0097,-28.82,0.01,-1.4
10.01,4.0,2.121,3.464,0.0,0.0,0.0,0.0441,0.0596,1.0032,28.65,-0.24,-1.78,0.0473,-0.0654,0.9908,105.26,0.53,25.03
10.02,4.325,2.22,3.555,0.0,0.0,0.0,0.0355,0.0734,0.9992,28.15,-0.41,0.71,0.0382,-0.0358,0.9903,114.97,-1.61,147.72
10.03,4.64,2.313,3.639,0.0,0.0,0.0,0.0284,0.0578,0.9959,26.55,1.82,-0.23,0.0788,-0.0233,0.9841,-8.01,-0.92,247.31
10.04,4.945,2.402,3.713,0.0,0.0,0.0,0.0419,0.0655,1.0009,22.78,1.18,0.71,0.1255,-0.0163,0.9932,-7.09,-0.15,245.36
10.05,5.239,2.484,3.78,0.0,0.0,0.0,0.0388,0.0838,0.9709,22.18,0.14,0.78,0.1668,-0.0057,0.9664,-7.29,-0.89,239.29
10.06,5.521,2.562,3.838,0.0,0.0,0.0,0.0439,0.0977,1.0028,20.57,-2.3,1.61,0.218,-0.0369,0.9816,-7.7,-0.82,232.77
10.07,5.79,2.633,3.887,0.0,0.0,0.0,0.0413,0.0899,0.9969,19.82,-0.36,1.35,0.2355,-0.0302,0.9666,-5.59,-0.35,227.0
10.08,6.046,2.698,3.928,0.0,0.0,0.0,0.0454,0.0864,0.9932,18.37,2.7,1.35,0.2778,-0.0308,0.9685,-4.23,0.65,218.31
10.09,6.288,2.758,3.959,0.0,0.0,0.0,0.0295,0.0925,1.0156,15.15,-0.23,1.44,0.3277,-0.0142,0.9389,-3.93,-0.34,210.64
10.1,6.517,2.811,3.982,0.0,0.0,0.0,0.0481,0.0826,0.9881,14.3,1.1,0.29,0.3642,-0.0289,0.9313,-5.08,1.08,199.74
10.11,6.73,2.858,3.995,0.0,0.0,0.0,0.0369,0.1035,0.9906,10.41,1.44,0.03,0.3959,-0.0383,0.9319,-4.98,-1.0,190.41
10.12,6.928,2.898,4.0,0.0,0.0,0.0,0.0557,0.1083,1.0144,12.03,0.22,0.87,0.4108,-0.0243,0.9216,-3.46,-1.25,177.72
10.13,7.111,2.931,3.995,0.0,0.0,0.0,0.028,0.0966,0.9859,8.2,-0.84,0.73,0.4357,-0.0344,0.8881,-1.04,1.93,163.36
10.14,7.277,2.958,3.982,0.0,0.0,0.0,0.0523,0.0978,0.9886,6.86,-2.44,-0.31,0.4647,-0.043,0.8842,-1.4,-0.66,150.35
10.15,7.427,2.979,3.959,0.0,0.0,0.0,0.0369,0.1061,0.9926,4.57,0.68,0.4,0.494,-0.04,0.8734,-0.76,-1.31,134.6
10.16,7.56,2.992,3.928,0.0,0.0,0.0,0.0284,0.0998,1.0024,4.08,-0.81,-0.04,0.5257,-0.014,0.863,0.01,-1.74,119.7
10.17,7.676,2.999,3.887,0.0,0.0,0.0,0.0301,0.1038,0.996,-1.86,0.18,-0.85,0.507,-0.0276,0.8465,0.13,1.08,103.36
10.18,7.774,2.999,3.838,0.0,0.0,0.0,0.0317,0.1255,0.981,-0.99,-1.25,1.29,0.5394,-0.0303,0.853,0.41,-0.34,88.02
10.19,7.855,2.992,3.78,0.0,0.0,0.0,0.0391,0.1017,0.9886,-3.04,-0.27,0.06,0.5398,-0.0338,0.8138,1.54,-0.25,71.78
10.2,7.919,2.979,3.713,0.0,0.0,0.0,0.0401,0.0999,0.988,-5.33,0.03,2.05,0.5456,-0.0282,0.8225,0.92,-0.16,53.87
10.21,7.964,2.958,3.639,0.0,0.0,0.0,0.0292,0.096,0.9934,-5.08,0.27,-1.63,0.5781,-0.028,0.8268,0.63,1.01,36.46
10.22,7.991,2.931,3.555,0.0,0.0,0.0,0.0347,0.1085,0.9985,-9.6,-1.11,-0.56,0.5777,-0.0275,0.8242,3.34,-0.18,18.74
10.23,8.0,2.898,3.464,0.0,0.0,0.0,0.0563,0.0976,0.9986,-9.81,1.2,0.03,0.5781,-0.0287,0.8323,4.41,2.34,0.55
10.24,7.991,2.858,3.365,0.0,0.0,0.0,0.0522,0.0909,0.9769,-12.07,-0.6,1.14,0.5815,-0.0206,0.8317,2.61,0.13,-18.95
10.25,7.964,2.811,3.258,0.0,0.0,0.0,0.0393,0.1083,1.0055,-12.97,-1.67,0.4,0.5637,-0.0283,0.8195,5.09,1.06,-33.83
10.26,7.919,2.758,3.144,0.0,0.0,0.0,0.0353,0.1067,0.9976,-16.65,-0.11,0.31,0.5578,-0.0376,0.8398,6.48,0.81,-51.27
10.27,7.855,2.698,3.023,0.0,0.0,0.0,0.0361,0.0836,1.0092,-18.42,0.03,-1.13,0.575,-0.033,0.8257,5.3,-0.04,-70.58
10.28,7.774,2.633,2.895,0.0,0.0,0.0,0.041,0.0677,1.0001,-18.24,0.16,-1.16,0.5391,-0.0457,0.8497,4.98,-0.59,-87.63
10.29,7.676,2.562,2.76,0.0,0.0,0.0,0.0247,0.0929,1.007,-20.49,1.36,0.32,0.5349,-0.0046,0.8674,6.4,0.33,-103.11
10.3,7.56,2.484,2.619,0.0,0.0,0.0,0.0323,0.0722,1.0009,-23.98,-0.24,-1.36,0.5109,-0.0151,0.8716,6.18,0.51,-119.11
10.31,7.427,2.402,2.473,0.0,0.0,0.0,0.0182,0.0829,1.01,-24.41,-0.12,-0.53,0.4731,-0.0308,0.8717,6.54,-0.57,-135.19
10.32,7.277,2.313,2.32,0.0,0.0,0.0,0.0389,0.051,1.0021,-24.85,-1.1,0.5,0.4493,-0.0241,0.8793,8.0,0.17,-150.88
10.33,7.111,2.22,2.163,0.0,0.0,0.0,0.0414,0.0752,0.9962,-25.68,0.82,-0.98,0.4396,-0.0263,0.8799,6.35,1.24,-163.2
10.34,6.928,2.121,2.0,0.0,0.0,0.0,0.0301,0.0494,1.0202,-28.39,0.18,1.61,0.4292,-0.003,0.9111,6.87,2.07,-176.0
10.35,6.73,2.018,1.833,0.0,0.0,0.19,0.0506,0.0639,1.0067,-31.73,-0.42,1.22,0.3973,-0.0312,0.9098,8.66,0.85,-187.98
10.36,6.517,1.91,1.662,0.0,0.0,0.38,0.0226,0.0516,1.0038,-29.3,-1.9,-1.57,0.3671,-0.0143,0.9257,8.93,1.86,-199.54
10.37,6.288,1.798,1.487,0.0,0.0,0.569,0.0203,0.0366,0.9856,-31.96,1.44,-0.93,0.3144,-0.0149,0.934,9.57,-0.63,-210.32
10.38,6.046,1.682,1.308,0.0,0.0,0.757,0.0371,0.0367,0.9857,-33.57,-1.23,-2.29,0.3048,-0.004,0.9528,11.34,0.7,-218.15
10.39,5.79,1.561,1.127,0.0,0.0,0.943,0.0454,0.042,1.0017,-35.09,-0.59,-0.78,0.2414,-0.0116,0.9676,9.78,1.34,-227.06
10.4,5.521,1.438,0.943,0.0,0.071,1.127,0.0517,0.0306,1.0004,-32.05,0.36,0.77,0.214,-0.0264,0.98,10.46,-0.9,-234.41
10.41,5.239,1.311,0.757,0.0,0.214,1.308,0.0303,0.0296,0.993,-33.23,-1.2,-0.41,0.1711,-0.0096,0.9792,9.03,-0.49,-239.75
10.42,4.945,1.181,0.569,0.0,0.356,1.487,0.0457,0.0376,1.0006,-33.98,-1.49,0.46,0.1277,-0.0151,1.0023,10.89,1.74,-245.73
10.43,4.64,1.048,0.38,0.0,0.497,1.662,0.0345,-0.0037,1.0152,-32.64,-2.12,-1.52,0.1002,-0.0028,0.9941,9.68,-0.98,-247.33
10.44,4.325,0.913,0.19,0.0,0.638,1.833,0.0332,0.0222,1.0063,-33.56,0.72,0.8,0.0365,0.0125,0.9912,10.33,-1.34,-248.36
10.45,4.0,0.776,0.0,0.0,0.776,2.0,0.0437,0.001,0.988,-32.64,-0.55,-0.56,-0.0135,-0.0174,1.0023,22.16,1.53,-24.5
10.46,3.666,0.638,0.0,0.381,0.913,2.163,0.0414,-0.015,0.9983,-35.59,2.93,0.01,0.0351,-0.002,1.019,35.23,1.2,101.52
10.47,3.323,0.497,0.0,0.76,1.048,2.32,0.0191,-0.0252,0.9913,-34.06,-0.99,-0.09,0.0309,0.0064,1.0027,32.72,0.43,-0.26
10.48,2.973,0.356,0.0,1.139,1.181,2.473,0.0497,-0.0197,0.9954,-35.37,-0.92,-1.27,0.0687,0.014,0.9956,31.47,-0.05,0.49
10.49,2.617,0.214,0.0,1.514,1.311,2.619,0.0487,-0.0145,0.995,-33.59,-0.57,-1.15,0.0417,0.0311,0.9838,33.15,-0.44,0.79
10.5,2.254,0.071,0.0,1.886,1.438,2.76,0.0286,-0.0308,0.9942,-33.11,0.24,0.97,0.0308,0.0278,0.9968,33.33,0.28,2.34
10.51,1.886,0.0,0.0,2.254,1.561,2.895,0.0389,-0.0201,0.9862,-31.63,-0.47,0.4,0.0243,0.0393,1.0011,32.41,1.58,0.14
10.52,1.514,0.0,0.0,2.617,1.682,3.023,0.0398,-0.0553,0.9973,-31.51,0.61,1.05,0.0161,0.0345,0.9947,32.78,0.24,-1.04
10.53,1.139,0.0,0.0,2.973,1.798,3.144,0.0375,-0.0463,0.9927,-30.12,-0.98,0.32,0.0246,0.0485,0.9817,31.18,2.17,0.85
10.54,0.76,0.0,0.0,3.323,1.91,3.258,0.0294,-0.064,0.9688,-29.12,-1.38,0.14,0.036,0.0592,0.9896,29.26,-0.9,1.87
10.55,0.381,0.0,0.0,3.666,2.018,3.365,0.0282,-0.0529,1.0183,-26.66,-1.8,-1.73,0.0492,0.0493,1.0123,26.49,-0.02,-0.32
10.56,0.0,0.0,0.0,4.0,2.121,3.464,0.0346,-0.0526,1.0084,104.91,-2.22,24.57,0.0461,0.0693,1.0118,27.47,-0.37,0.84
10.57,0.0,0.0,0.0,4.325,2.22,3.555,0.0553,-0.0241,0.9951,114.54,-0.52,149.02,0.0372,0.0668,0.9883,27.54,-1.09,1.23
10.58,0.0,0.0,0.0,4.64,2.313,3.639,0.0923,-0.0473,0.9962,-7.32,-0.3,249.1,0.0317,0.0812,1.0036,24.84,-0.15,1.02
10.59,0.0,0.0,0.0,4.945,2.402,3.713,0.1258,-0.0205,0.9796,-7.96,-0.63,244.67,0.0376,0.073,0.9848,23.9,0.42,0.13
10.6,0.0,0.0,0.0,5.239,2.484,3.78,0.179,-0.0194,1.0019,-5.25,1.24,241.11,0.0297,0.0829,1.0103,22.85,0.52,-0.7
10.61,0.0,0.0,0.0,5.521,2.562,3.838,0.1834,-0.0208,0.996,-6.56,1.23,234.54,0.0521,0.0824,0.9984,19.9,2.17,-0.08
10.62,0.0,0.0,0.0,5.79,2.633,3.887,0.2625,-0.0136,0.9692,-6.37,-0.33,226.41,0.033,0.0854,1.0052,19.96,0.46,0.46
10.63,0.0,0.0,0.0,6.046,2.698,3.928,0.2712,-0.0376,0.9673,-5.78,-1.79,219.26,0.034,0.0921,0.9782,19.33,1.15,0.91
10.64,0.0,0.0,0.0,6.288,2.758,3.959,0.3207,-0.021,0.9473,-4.08,-0.57,210.29,0.0127,0.0979,1.0019,15.81,0.07,0.33
10.65,0.0,0.0,0.0,6.517,2.811,3.982,0.3468,-0.0166,0.92,-4.43,-0.6,198.95,0.0329,0.0826,0.9948,13.1,1.68,-0.38
10.66,0.0,0.0,0.0,6.73,2.858,3.995,0.3765,-0.0471,0.9165,-4.37,-0.66,188.32,0.0433,0.1118,1.0032,12.36,2.4,0.56
10.67,0.0,0.0,0.0,6.928,2.898,4.0,0.4302,-0.0267,0.9091,-1.51,-0.7,176.35,0.0242,0.0808,1.0036,8.36,0.53,0.86
10.68,0.0,0.0,0.0,7.111,2.931,3.995,0.4408,-0.0354,0.8904,-3.47,-0.65,165.12,0.0274,0.0943,0.9949,9.04,-0.99,0.38
10.69,0.0,0.0,0.0,7.277,2.958,3.982,0.4732,-0.0316,0.8802,-2.01,-0.39,147.55,0.0428,0.1015,0.9881,7.25,-0.55,-0.84
10.7,0.0,0.0,0.0,7.427,2.979,3.959,0.4911,-0.0276,0.8695,-0.81,-0.64,136.2,0.0201,0.1076,1.0018,6.55,0.28,-0.18
10.71,0.0,0.0,0.0,7.56,2.992,3.928,0.5156,-0.0362,0.8585,-2.51,0.21,118.73,0.0455,0.1199,0.9934,2.74,0.46,0.95
10.72,0.0,0.0,0.0,7.676,2.999,3.887,0.5283,-0.0382,0.8497,0.19,0.36,102.35,0.0296,0.0859,0.9852,1.39,0.7,-1.38
10.73,0.0,0.0,0.0,7.774,2.999,3.838,0.5288,-0.0311,0.8296,-0.76,-0.91,88.44,0.031,0.0994,0.9847,-1.84,0.46,-2.09
10.74,0.0,0.0,0.0,7.855,2.992,3.78,0.5631,-0.0422,0.8255,1.7,1.27,71.08,0.0237,0.0829,0.9792,-3.29,0.01,1.51
10.75,0.0,0.0,0.0,7.919,2.979,3.713,0.5571,-0.0419,0.8138,0.5,-0.98,54.33,0.0387,0.1038,0.9889,-6.4,-0.64,0.51
10.76,0.0,0.0,0.0,7.964,2.958,3.639,0.5529,-0.024,0.8321,2.73,-1.62,36.33,0.0595,0.1052,1.0052,-7.0,0.4,0.61
10.77,0.0,0.0,0.0,7.991,2.931,3.555,0.568,-0.0419,0.7986,3.72,0.38,19.87,0.0427,0.117,0.996,-9.01,1.85,-1.08
10.78,0.0,0.0,0.0,8.0,2.898,3.464,0.5886,-0.0232,0.8303,4.04,-0.82,0.56,0.0263,0.1006,0.9891,-10.29,1.02,0.74
10.79,0.0,0.0,0.0,7.991,2.858,3.365,0.5808,-0.0246,0.8336,3.98,0.32,-17.97,0.0463,0.1079,1.0027,-13.05,0.53,0.28
10.8,0.0,0.0,0.0,7.964,2.811,3.258,0.565,-0.0458,0.8193,4.04,-2.4,-35.19,0.0317,0.101,0.9865,-14.15,1.03,-1.58
10.81,0.0,0.0,0.0,7.919,2.758,3.144,0.5586,-0.0346,0.8007,4.22,1.39,-51.83,0.0486,0.0881,0.9961,-16.32,-0.37,1.42
10.82,0.0,0.0,0.0,7.855,2.698,3.023,0.5499,-0.015,0.8292,6.78,0.67,-71.12,0.043,0.0755,0.9936,-18.02,-0.51,0.16
10.83,0.0,0.0,0.0,7.774,2.633,2.895,0.5624,-0.0357,0.8397,5.1,-1.5,-87.91,0.0055,0.0891,1.0035,-19.25,-0.75,-0.4
10.84,0.0,0.0,0.0,7.676,2.562,2.76,0.5313,-0.0295,0.8392,5.24,-1.48,-104.03,0.0249,0.0679,0.9802,-20.88,-0.13,-0.38
10.85,0.0,0.0,0.0,7.56,2.484,2.619,0.5151,-0.0191,0.8543,7.39,1.67,-121.77,0.0443,0.092,0.9878,-21.67,-0.42,-2.02
10.86,0.0,0.0,0.0,7.427,2.402,2.473,0.5019,-0.0147,0.8859,6.37,-0.74,-134.85,0.0364,0.0734,0.9802,-23.99,1.21,0.59
10.87,0.0,0.0,0.0,7.277,2.313,2.32,0.4722,-0.0238,0.8892,6.62,-0.83,-151.52,0.0247,0.0827,0.9943,-25.59,-0.48,0.26
10.88,0.0,0.0,0.0,7.111,2.22,2.163,0.4428,-0.0259,0.8859,6.51,-2.27,-163.46,0.0286,0.0614,1.0093,-26.7,-0.8,-0.19
10.89,0.0,0.0,0.0,6.928,2.121,2.0,0.4167,-0.0042,0.892,7.83,-0.35,-175.69,0.0158,0.0642,0.9924,-28.43,1.94,1.28
10.9,0.0,0.0,0.19,6.73,2.018,1.833,0.3887,0.0004,0.9176,8.56,-0.23,-189.18,0.034,0.0587,0.9927,-29.18,-0.45,-1.38
10.91,0.0,0.0,0.38,6.517,1.91,1.662,0.3576,-0.0057,0.9315,9.19,0.72,-198.21,0.057,0.051,1.0068,-27.79,0.15,-0.6
10.92,0.0,0.0,0.569,6.288,1.798,1.487,0.3316,-0.013,0.9508,10.17,-1.4,-211.51,0.0429,0.0419,1.009,-31.65,0.45,-0.85
10.93,0.0,0.0,0.757,6.046,1.682,1.308,0.2891,-0.0203,0.952,9.99,-1.52,-217.95,0.0568,0.0447,0.9977,-31.83,-1.14,-0.28
10.94,0.0,0.0,0.943,5.79,1.561,1.127,0.2584,-0.0189,0.973,9.49,0.45,-226.45,0.0437,0.0259,1.0056,-32.65,1.24,0.07
10.95,0.0,0.071,1.127,5.521,1.438,0.943,0.2111,-0.0036,0.9966,9.66,1.01,-235.66,0.0452,0.0174,0.9882,-33.11,0.64,0.43
10.96,0.0,0.214,1.308,5.239,1.311,0.757,0.172,-0.0029,0.9934,10.52,-1.57,-236.86,0.0546,0.0361,1.0129,-33.69,1.56,-0.35
10.97,0.0,0.356,1.487,4.945,1.181,0.569,0.1095,0.0087,0.9911,11.4,1.08,-244.04,0.0387,0.0251,1.0207,-33.47,-0.68,-0.88
10.98,0.0,0.497,1.662,4.64,1.048,0.38,0.096,0.0029,0.9944,10.34,0.04,-248.02,0.033,0.0126,1.0045,-35.74,0.1,1.69
10.99,0.0,0.638,1.833,4.325,0.913,0.19,0.047,-0.0168,0.9955,9.79,1.09,-250.46,0.0452,0.0226,0.9785,-33.16,0.04,2.41
11.0,0.0,0.776,2.0,4.0,0.776,0.0,0.01,0.0105,1.0118,21.27,-0.07,-25.06,0.0494,-0.0027,0.9938,-33.62,0.26,0.14
11.01,0.381,0.913,2.163,3.666,0.638,0.0,0.0059,-0.004,0.9931,32.75,-2.52,99.87,0.0301,0.0072,1.0055,-35.44,-1.45,-0.76
11.02,0.76,1.048,2.32,3.323,0.497,0.0,0.0558,0.0081,0.9998,34.7,-0.15,0.1,0.0277,-0.0102,0.9951,-36.3,0.11,1.48
11.03,1.139,1.181,2.473,2.973,0.356,0.0,0.0335,0.0204,0.9997,34.33,1.06,-0.3,0.0363,-0.0281,1.012,-34.73,-1.43,-1.45
11.04,1.514,1.311,2.619,2.617,0.214,0.0,0.046,0.0437,0.9941,33.94,-0.89,0.63,0.0432,-0.0052,1.005,-33.61,0.36,-0.33
11.05,1.886,1.438,2.76,2.254,0.071,0.0,0.0245,0.0606,0.9852,32.74,-0.39,-0.39,0.0429,-0.0196,0.9919,-30.29,-2.13,-0.7
11.06,2.254,1.561,2.895,1.886,0.0,0.0,0.041,0.0413,1.002,33.67,-0.18,-1.93,0.0207,-0.0364,0.9991,-31.72,-1.85,-1.16
11.07,2.617,1.682,3.023,1.514,0.0,0.0,0.0244,0.0389,0.998,31.07,-2.9,-0.15,0.054,-0.0335,0.9896,-33.36,0.82,-0.28
11.08,2.973,1.798,3.144,1.139,0.0,0.0,0.0287,0.0515,1.0033,31.69,1.67,-2.37,0.0285,-0.0502,0.9965,-31.43,-0.55,-0.86
11.09,3.323,1.91,3.258,0.76,0.0,0.0,0.054,0.0603,0.9927,29.79,-0.9,0.35,0.0322,-0.0432,0.9925,-29.88,-0.99,0.01
11.1,3.666,2.018,3.365,0.381,0.0,0.0,0.033,0.0534,1.01,28.21,0.51,-0.98,0.0259,-0.0805,1.0095,-28.56,1.27,0.03
11.11,4.0,2.121,3.464,0.0,0.0,0.0,0.0371,0.0795,0.9887,28.3,-0.09,0.16,0.0619,-0.0717,1.0187,103.91,0.33,24.22
11.12,4.325,2.22,3.555,0.0,0.0,0.0,0.0436,0.0685,1.0143,26.93,1.26,1.31,0.046,-0.0101,0.9845,115.34,0.87,148.68
11.13,4.64,2.313,3.639,0.0,0.0,0.0,0.0399,0.0757,0.9794,25.59,0.41,-0.95,0.0783,-0.0237,0.9768,-8.29,-0.17,246.91
11.14,4.945,2.402,3.713,0.0,0.0,0.0,0.0364,0.0817,1.0009,23.95,-0.23,1.06,0.1381,-0.0205,0.9889,-8.27,2.68,244.79
11.15,5.239,2.484,3.78,0.0,0.0,0.0,0.0385,0.0833,1.001,22.39,-0.89,-0.43,0.1789,-0.0372,0.9698,-6.47,-0.6,239.42
11.16,5.521,2.562,3.838,0.0,0.0,0.0,0.0589,0.0912,0.988,23.31,0.8,1.75,0.21,-0.0064,0.9775,-5.5,1.74,234.77
11.17,5.79,2.633,3.887,0.0,0.0,0.0,0.0343,0.0802,0.9999,20.52,-1.87,-0.37,0.2595,-0.014,0.9751,-4.96,-0.06,227.71
11.18,6.046,2.698,3.928,0.0,0.0,0.0,0.0369,0.084,1.0082,18.41,0.65,-0.84,0.2803,-0.0289,0.972,-4.73,-1.65,219.72
11.19,6.288,2.758,3.959,0.0,0.0,0.0,0.0454,0.0815,0.9729,16.1,-1.1,0.69,0.3194,-0.0318,0.9476,-5.29,0.48,211.44
11.2,6.517,2.811,3.982,0.0,0.0,0.0,0.046,0.0995,0.9999,15.24,1.25,-0.44,0.3379,-0.0183,0.9314,-3.55,0.31,198.77
11.21,6.73,2.858,3.995,0.0,0.0,0.0,0.0468,0.1052,0.9697,12.95,0.16,-0.84,0.3762,-0.0094,0.9009,-3.42,-1.05,188.23
11.22,6.928,2.898,4.0,0.0,0.0,0.0,0.0413,0.104,0.9848,10.61,0.64,-0.48,0.4367,-0.0203,0.908,-3.04,-0.92,178.32
11.23,7.111,2.931,3.995,0.0,0.0,0.0,0.0235,0.1179,1.0106,8.4,0.08,-0.04,0.4619,-0.0087,0.8956,-3.22,-0.02,163.25
11.24,7.277,2.958,3.982,0.0,0.0,0.0,0.0512,0.1024,0.9883,6.72,-1.75,1.34,0.4704,-0.04,0.8888,-2.54,0.35,146.82
11.25,7.427,2.979,3.959,0.0,0.0,0.0,0.0234,0.1102,0.9823,1.7,-0.86,-1.93,0.5082,-0.0393,0.8633,-1.39,-2.47,134.79
11.26,7.56,2.992,3.928,0.0,0.0,0.0,0.0379,0.0932,0.992,3.14,0.67,0.02,0.5092,-0.0432,0.8549,1.56,1.05,119.8
11.27,7.676,2.999,3.887,0.0,0.0,0.0,0.0274,0.1006,1.0146,0.49,0.17,0.62,0.5251,-0.027,0.8344,0.01,-0.49,101.11
11.28,7.774,2.999,3.838,0.0,0.0,0.0,0.0343,0.1114,0.9756,0.61,1.18,0.19,0.5422,-0.0296,0.8173,-0.32,-1.33,88.59
11.29,7.855,2.992,3.78,0.0,0.0,0.0,0.0382,0.1126,0.9834,-2.91,0.4,1.31,0.5519,-0.0328,0.8216,0.05,0.94,69.63
11.3,7.919,2.979,3.713,0.0,0.0,0.0,0.0381,0.1005,1.009,-6.06,-0.97,-0.07,0.5599,-0.023,0.811,0.97,-0.02,53.4
11.31,7.964,2.958,3.639,0.0,0.0,0.0,0.0391,0.1017,1.0127,-6.85,-0.8,-0.18,0.5799,-0.0185,0.8257,4.22,1.22,35.31
11.32,7.991,2.931,3.555,0.0,0.0,0.0,0.051,0.0859,0.9932,-9.75,0.1,0.59,0.5738,-0.0456,0.8145,2.21,0.44,16.52
